Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1961","1961","ha","38","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1962","1962","ha","40","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1963","1963","ha","18","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1964","1964","ha","18","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1965","1965","ha","18","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1966","1966","ha","20","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1967","1967","ha","20","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1968","1968","ha","25","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1969","1969","ha","25","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1970","1970","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1971","1971","ha","18","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1972","1972","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1973","1973","ha","35","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1974","1974","ha","45","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1975","1975","ha","50","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1976","1976","ha","50","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1977","1977","ha","50","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1978","1978","ha","60","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1979","1979","ha","70","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1980","1980","ha","60","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1981","1981","ha","60","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1982","1982","ha","70","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1983","1983","ha","90","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1984","1984","ha","120","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1985","1985","ha","121","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1986","1986","ha","110","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1987","1987","ha","120","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1988","1988","ha","150","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1989","1989","ha","200","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1990","1990","ha","210","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1991","1991","ha","230","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1992","1992","ha","200","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1993","1993","ha","187","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1994","1994","ha","180","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1995","1995","ha","190","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1996","1996","ha","187","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1997","1997","ha","193","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1998","1998","ha","180","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","1999","1999","ha","200","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2000","2000","ha","189","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2001","2001","ha","192","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2002","2002","ha","196","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2003","2003","ha","194","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2004","2004","ha","230","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2005","2005","ha","250","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2006","2006","ha","150","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2007","2007","ha","155","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2008","2008","ha","219","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2009","2009","ha","225","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2010","2010","ha","230","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2011","2011","ha","233","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2012","2012","ha","240","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2013","2013","ha","230","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2014","2014","ha","230","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2015","2015","ha","223","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2016","2016","ha","228","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2017","2017","ha","225","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2018","2018","ha","225","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2019","2019","ha","226","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2020","2020","ha","225","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5312","Área cosechada","01318","Piña tropical","2021","2021","ha","225","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1961","1961","100 g/ha","197368","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1962","1962","100 g/ha","195000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1963","1963","100 g/ha","166667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1964","1964","100 g/ha","183333","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1965","1965","100 g/ha","194444","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1966","1966","100 g/ha","200000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1967","1967","100 g/ha","200000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1968","1968","100 g/ha","200000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1969","1969","100 g/ha","200000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1970","1970","100 g/ha","200000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1971","1971","100 g/ha","177778","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1972","1972","100 g/ha","180667","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1973","1973","100 g/ha","217143","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1974","1974","100 g/ha","217111","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1975","1975","100 g/ha","226200","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1976","1976","100 g/ha","215800","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1977","1977","100 g/ha","211200","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1978","1978","100 g/ha","215667","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1979","1979","100 g/ha","225571","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1980","1980","100 g/ha","193333","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1981","1981","100 g/ha","191333","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1982","1982","100 g/ha","175000","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1983","1983","100 g/ha","209222","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1984","1984","100 g/ha","225250","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1985","1985","100 g/ha","194463","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1986","1986","100 g/ha","209364","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1987","1987","100 g/ha","193000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1988","1988","100 g/ha","243600","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1989","1989","100 g/ha","243300","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1990","1990","100 g/ha","242857","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1991","1991","100 g/ha","273261","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1992","1992","100 g/ha","227600","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1993","1993","100 g/ha","216743","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1994","1994","100 g/ha","185333","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1995","1995","100 g/ha","176474","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1996","1996","100 g/ha","181624","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1997","1997","100 g/ha","178851","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1998","1998","100 g/ha","168111","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","1999","1999","100 g/ha","185400","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2000","2000","100 g/ha","185380","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2001","2001","100 g/ha","182666","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2002","2002","100 g/ha","179749","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2003","2003","100 g/ha","176045","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2004","2004","100 g/ha","170913","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2005","2005","100 g/ha","173840","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2006","2006","100 g/ha","180267","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2007","2007","100 g/ha","185419","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2008","2008","100 g/ha","183254","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2009","2009","100 g/ha","180089","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2010","2010","100 g/ha","184217","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2011","2011","100 g/ha","183722","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2012","2012","100 g/ha","184542","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2013","2013","100 g/ha","186957","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2014","2014","100 g/ha","195652","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2015","2015","100 g/ha","200277","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2016","2016","100 g/ha","189878","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2017","2017","100 g/ha","196929","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2018","2018","100 g/ha","195656","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2019","2019","100 g/ha","194137","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2020","2020","100 g/ha","195572","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5419","Rendimiento","01318","Piña tropical","2021","2021","100 g/ha","195121","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1961","1961","toneladas","750","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1962","1962","toneladas","780","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1963","1963","toneladas","300","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1964","1964","toneladas","330","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1965","1965","toneladas","350","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1966","1966","toneladas","400","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1967","1967","toneladas","400","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1968","1968","toneladas","500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1969","1969","toneladas","500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1970","1970","toneladas","600","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1971","1971","toneladas","320","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1972","1972","toneladas","542","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1973","1973","toneladas","760","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1974","1974","toneladas","977","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1975","1975","toneladas","1131","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1976","1976","toneladas","1079","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1977","1977","toneladas","1056","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1978","1978","toneladas","1294","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1979","1979","toneladas","1579","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1980","1980","toneladas","1160","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1981","1981","toneladas","1148","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1982","1982","toneladas","1225","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1983","1983","toneladas","1883","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1984","1984","toneladas","2703","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1985","1985","toneladas","2353","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1986","1986","toneladas","2303","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1987","1987","toneladas","2316","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1988","1988","toneladas","3654","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1989","1989","toneladas","4866","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1990","1990","toneladas","5100","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1991","1991","toneladas","6285","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1992","1992","toneladas","4552","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1993","1993","toneladas","4063","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1994","1994","toneladas","3336","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1995","1995","toneladas","3353","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1996","1996","toneladas","3392","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1997","1997","toneladas","3456","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1998","1998","toneladas","3026","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","1999","1999","toneladas","3708","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2000","2000","toneladas","3500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2001","2001","toneladas","3505.89","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2002","2002","toneladas","3514.76","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2003","2003","toneladas","3421","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2004","2004","toneladas","3931","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2005","2005","toneladas","4346","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2006","2006","toneladas","2704","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2007","2007","toneladas","2874","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2008","2008","toneladas","4014","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2009","2009","toneladas","4052","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2010","2010","toneladas","4237","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2011","2011","toneladas","4281","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2012","2012","toneladas","4429","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2013","2013","toneladas","4300","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2014","2014","toneladas","4500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2015","2015","toneladas","4458.72","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2016","2016","toneladas","4320.53","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2017","2017","toneladas","4426.41","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2018","2018","toneladas","4401.89","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2019","2019","toneladas","4382.94","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2020","2020","toneladas","4403.75","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01318","Piña tropical","2021","2021","toneladas","4396.19","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","620","Portugal","5312","Área cosechada","01318","Piña tropical","1961","1961","ha","320","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","620","Portugal","5312","Área cosechada","01318","Piña tropical","1962","1962","ha","320","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","620","Portugal","5312","Área cosechada","01318","Piña tropical","1963","1963","ha","320","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","620","Portugal","5312","Área cosechada","01318","Piña tropical","1964","1964","ha","320","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","620","Portugal","5312","Área cosechada","01318","Piña tropical","1965","1965","ha","430","E","Valor estimado"
